   utc         ob   clim   f1    f2    f3    f4    f5    f6    f7
1448550000    0.0    26     4    NA    15    19    19    19    24 
1448636400    0.0    26    14     8    NA    30    30    30    29 
1448722800    0.0    26     9     8     0    NA    27    27    27 
1448809200    0.0    26    14     8    11     0    NA    23    17 
1448895600    0.0    26    13    20    20    23     7    NA    22 
1448982000   10.6    34    46    38    36    21    18     9    NA 
1449068400    6.8    34    55    22    20    20    17    20    18 
1449154800    0.0    34    31    13    13    29    28    30    18 
1449241200    0.2    34    46    26    25    22    22    28    27 
1449327600    0.0    34     8     0     0    14     9     9    26 
1449414000    0.2    34    33    11    11    15    11     6     6 
1449500400    0.2    34    43    16    12    12    20    16    17 
1449586800    0.0    34    27    19    19    23    10    22    25 
1449673200    0.0    34    32    29    20    15    15     9     9 
1449759600    0.0    34    NA     7     7     1     0     1     1 
1449846000    0.0    34    13    NA     5     6    10     0     1 
1449932400    7.4    34    43    21    NA    20    21    22    12 
1450018800   12.0    34    57    45    23    NA    15    22    30 
1450105200    0.0    34    33    29    30    14    NA     9    19 
1450191600    0.0    34    29    33    29    24    14    NA    11 
1450278000    3.4    34    42    29    28    43    42    16    NA 
1450364400    0.0    34    35    32    26    44    47    47    57 
1450450800    1.8    34    54    46    46    46    41    41    41 
1450537200   18.6    34    60    56    49    49    51    22    22 
1450623600    2.0    34    NA    38    38    29    29    37    21 
1450710000   19.4    34    66    NA    61    67    51    33    31 
1450796400   48.0    34    94    88    NA    72    54    39    20 
1450882800   42.2    34    80    81    81    NA    80    72    NA 
1450969200    1.6    34    83    78    78    70    NA    73    55 
1451055600    5.0    34    82    88    71    71    60    NA    52 
1451142000   59.2    34    73    73    71    62    62    48    NA 
1451228400   21.0    34    85    84    69    81    59    59    57 
1451314800   36.2    34    NA    80    81    79    73    61    61 
1451401200   52.0    34    69    NA    73    71    71    61    58 
1451487600    0.4    34    28    61    NA    73    69    63    56 
1451574000    0.6    34    NA    33    50    NA    65    62    57 
1451660400    7.0    51    55    NA    43    30    NA    59    56 
1451746800    0.2    51    65    50    NA    55    36    NA    54 
1451833200    0.0    51    24    29    30    NA    48    29    NA 
1451919600    0.0    51     4    19    18    22    NA    40    27 
1452006000    0.0    51     2     0     5     5     3    NA    32 
1452092400    0.0    51     7     1     1     4    10     4    NA 
1452178800    NA     51    10    11    11    18    24    22    14 
1452265200    0.0    51    53    44    51    52    44    29    24 
1452351600    0.0    51    63    42    38    53    42    37    34 
1452438000    2.8    51    50    29    14     6    29    44    43 
1452524400    0.0    51    16     7     1     3     3    18     0 
1452610800    0.6    51    27    36    19    13    23    12     1 
1452697200    0.0    51    23    26    23    18    14    17    24 
1452783600    0.0    51    25    22    37    33    14    17    11 
1452870000    0.0    51    39    19    22    25    22     9    15 
1452956400    3.6    51    29    34    35    29    32    27    16 
1453042800    1.8    51    62    43    36    38    28    28    25 
1453129200   12.2    51    64    35    40    39    41    23    11 
1453215600    5.0    51    25    26    26    26    34    31    19 
1453302000    6.2    51    53    14    11    11    27    12    28 
1453388400    1.2    51    44    35    17    16     8    31    25 
1453474800    0.0    51     2     8    17    17    11     6     5 
1453561200    0.0    51    28    38    35    10     7     8     5 
1453647600   88.6    51    58    65    55    46    44    37    36 
1453734000   14.8    51    72    63    60    51    47    37    30 
1453820400  107.0    51    73    53    52    45    37    39    37 
1453906800   11.0    51    37    62    43    43    38    44    45 
1453993200    0.0    51    32    22    32    32    31    32    44 
1454079600    6.2    51    28    42    40    37    37    34    40 
1454166000   10.0    51    49    45    41    41    41    41    38 
1454252400    0.2    51    37    43    41    40    30    32    32 
1454338800    0.4    57    46    29    36    38    37    26    43 
1454425200    0.0    57    42    45    45    35    38    39    39 
1454511600    0.0    57    36    61    60    60    38    35    35 
1454598000    5.8    57    60    61    67    73    57    49    53 
1454684400    3.6    57    54    52    56    69    72    55    37 
1454770800    0.0    57    58    47    44    44    61    57    51 
1454857200    0.0    57    61    73    63    61    61    61    53 
1454943600    8.2    57    66    66    62    60    56    56    56 
1455030000    1.2    57    49    38    38    34    52    48    48 
1455116400    0.0    57    36    30    24    24    21    33    36 
1455202800    0.0    57    20    17    17    35     3     3    19 
1455289200    0.0    57     7     5    14    16    17     6     2 
1455375600    0.0    57     0     2     2    21    19    28     3 
1455462000    0.0    57     5     0     0     0     0     0     4 
1455548400    0.0    57    14     5     6     6     6     1     1 
1455634800    0.0    57    26    15    16    19    19    19    24 
1455721200    0.0    57    30    33    34    32    31    31    29 
1455807600    0.0    57    24    39    39    38    31    37    37 
1455894000    0.0    57    26    33    45    47    36    31    58 
1455980400    0.0    57    37    35    32    35    41    41    36 
1456066800    3.4    57    59    44    70    66    63    62    45 
1456153200  111.2    57    75    79    62    64    60    49    50 
1456239600    2.6    57    43    52    49    49    55    57    49 
1456326000    0.0    57    25    42    32    34    34    39    47 
1456412400    0.0    57    22     6     5     5    21    21    16 
1456498800    0.0    57     0     0     1     7     4    11    11 
1456585200    0.0    57     7    16    18    15     8     8     5 
1456671600    0.0    57    27    38    30    32    35    18    18 
1456758000    0.0    57    49    38    56    45    48    50    40 
1456844400    0.0    51    34    33    43    52    39    42    39 
1456930800   13.6    51    82    55    46    49    55    36    45 
1457017200   74.8    51    91    81    77    54    52    50    41 
1457103600    3.6    51    83    83    79    82    62    55    53 
1457190000    0.0    51    66    74    77    77    77    58    55 
1457276400    5.4    51    57    60    60    53    53    53    54 
1457362800    1.0    51    58    64    57    57    44    44    44 
1457449200    0.4    51    60    58    58    58    44    53    44 
1457535600   40.6    51    81    64    50    62    43    43    51 
1457622000   31.8    51    74    63    61    55    49    43    43 
1457708400    0.4    51    59    70    56    56    54    41    35 
1457794800    2.2    51    32    63    68    47    40    41    41 
1457881200    1.8    51    33    23    30    55    45    36    45 
1457967600   15.6    51    67    53    53    50    60    39    40 
1458054000   32.0    51    90    79    74    64    68    66    56 
1458140400   20.8    51    86    80    80    70    62    61    64 
1458226800    0.4    51    77    82    74    77    72    67    72 
1458313200    0.0    51     4    48    48    46    68    66    63 
1458399600    0.0    51    20    24    30    30    22    50    51 
1458486000    0.0    51    26    48    36    35    32    27    43 
1458572400    0.0    51    56    47    47    42    41    44    37 
1458658800    2.6    51    56    68    53    41    33    32    33 
1458745200    7.2    51    57    51    49    49    32    36    30 
1458831600    2.2    51    48    49    44    35    29    27    27 
1458918000    0.0    51    19    25    24    28    17    26    17 
1459004400    0.0    51     5    17    26    22    20    24    29 
1459090800    0.0    51    12     0    15    15    16    14    14 
1459177200    0.0    51    37    14     5    12    22    22    20 
1459263600    0.0    51    13    16    14     2    12    18    31 
1459350000    0.0    51     4     4     9     5     1    11    19 
1459436400    0.0    51    11    13     7    23    23    14    24 
1459522800    2.2    49    28    26    27    27    27    28    20 
1459609200    0.0    49     9    26    17    18    18    18    45 
1459695600    0.0    49    22    25    25    23    24    24    24 
1459782000    0.0    49    14    46    46    46    32    30    30 
1459868400    1.8    49    18    23    25    25    27    25    20 
1459954800    5.8    49    47    46    35    26    24    23    20 
1460041200   15.0    49    57    49    49    39    30    24     7 
1460127600    8.2    49    69    20    23    23    13    13     9 
1460214000    7.4    49    69    52    35    22    22    29    29 
1460300400    0.0    49    35    46    40    32    26    26    11 
1460386800    0.0    49    28    30    29    32    26    16    16 
1460473200    0.4    49    37    27    27    27    28    35    27 
1460559600    2.2    49    43    45    35    35    35    37    39 
1460646000   14.2    49    83    45    43    47    49    38    39 
1460732400   38.6    49    67    66    62    41    34    38    37 
1460818800    0.0    49     6    39    37    30    29    22    31 
1460905200    0.4    49    25    24    36    32    29    24    22 
1460991600    0.0    49    33    30    20    19    17    15    15 
1461078000    8.4    49    39    26    26    20    35    26    23 
1461164400    5.4    49    38    49    47    29    24    36    36 
1461250800    1.2    49    24    39    53    52    24    19    33 
1461337200    0.4    49    62    32    29    43    10    10    21 
1461423600    6.6    49    48    46    43    23    43    31    31 
1461510000    5.6    49    43    47    51    46    23    39    36 
1461596400   10.6    49    51    47    52    51    45    19    36 
1461682800    0.2    49    43    43    43    41    42    38    19 
1461769200    0.6    49    NA    38    42    40    37    39    32 
1461855600   19.8    49    53    NA    33    20    29    35    33 
