   utc      ob   clim   f1    f2    f3    f4    f5    f6    f7
1433412000  9.7  6.3  8.1  8.6  8.6  9.3  8.6  9.8  10.0 
1433498400  8.6  6.3  9.0  8.0  8.2  8.9  11.0  10.8  9.2 
1433584800  8.4  6.3  9.0  8.9  9.6  10.0  9.7  9.7  11.4 
1433671200  5.2  6.3  5.1  6.6  6.0  6.2  8.0  8.9  6.8 
1433757600  9.1  6.3  6.8  6.6  7.8  7.3  8.4  9.4  8.7 
1433844000  6.8  6.3  7.8  7.8  7.4  8.2  8.4  8.3  7.6 
1433930400  7.7  6.3  6.5  6.5  6.1  6.8  7.4  8.0  6.8 
1434016800  9.4  6.3  8.0  8.0  8.1  8.7  9.2  10.3  11.1 
1434103200  7.4  6.3  8.3  8.3  8.2  8.7  8.7  9.5  9.4 
1434189600  11.6  6.3  8.5  8.8  7.3  7.1  6.4  9.2  9.6 
1434276000  5.2  6.3  5.7  5.2  5.0  7.0  7.1  8.7  9.9 
1434362400  4.4  6.3  4.7  5.3  4.7  5.6  5.8  7.4  7.6 
1434448800  6.7  6.3  7.5  7.2  6.6  6.6  7.0  7.0  7.2 
1434535200  10.7  6.3  8.8  9.1  8.9  10.3  11.4  9.9  7.3 
1434621600  12.3  6.3  10.0  9.7  10.0  10.7  11.3  11.3  9.5 
1434708000  10.6  6.3  10.8  11.0  11.0  11.7  12.2  11.0  10.3 
1434794400  12.3  6.3  12.9  13.2  13.3  12.7  13.4  12.1  8.8 
1434880800  7.1  6.3  6.1  4.5  4.3  3.9  5.3  4.8  5.3 
1434967200  8.1  6.3  6.5  6.5  4.8  4.5  3.8  3.1  1.4 
1435053600  2.1  6.3  4.4  4.1  4.0  2.3  2.2  2.1  2.0 
1435140000  3.6  6.3  2.0  2.0  2.5  2.6  1.9  2.1  1.4 
1435226400  1.5  6.3  2.8  2.6  2.5  2.5  3.3  3.6  3.7 
1435312800  3.5  6.3  4.1  4.4  4.2  2.7  3.4  4.5  4.8 
1435399200  5.0  6.3  4.9  5.2  5.5  4.8  3.3  3.5  3.6 
1435485600  1.9  6.3  2.8  2.8  2.6  3.1  3.9  3.9  4.1 
1435572000  3.6  6.3  3.1  3.0  2.7  2.8  2.1  3.2  4.2 
1435658400  7.4  6.3  5.5  5.9  6.2  4.7  5.2  3.9  4.6 
1435744800  12.1  5.1  8.6  8.3  8.0  8.3  5.9  7.0  8.2 
1435831200  9.2  5.1  8.1  8.3  9.3  8.2  7.8  6.5  7.4 
1435917600  6.4  5.1  7.4  7.1  7.1  6.7  7.7  7.7  7.2 
1436004000  6.9  5.1  8.2  8.4  7.8  5.2  5.2  7.4  6.3 
1436090400  5.0  5.1  5.6  6.9  6.8  7.1  6.5  6.5  6.8 
1436176800  3.8  5.1  5.2  6.1  7.1  6.0  6.6  5.2  8.5 
1436263200  8.5  5.1  7.9  8.2  8.2  7.2  7.6  6.8  7.3 
1436349600  6.5  5.1  4.9  4.6  4.2  2.7  2.8  2.8  2.2 
1436436000  0.2  5.1  2.5  2.0  1.8  1.7  0.7  1.0  1.2 
1436522400  5.2  5.1  4.0  4.0  4.8  4.7  3.1  2.4  1.7 
1436608800  6.9  5.1  3.2  2.8  2.7  4.0  3.4  2.4  2.5 
1436695200  2.1  5.1  2.7  3.3  3.6  3.5  3.0  5.3  4.9 
1436781600  3.0  5.1  4.6  4.5  4.0  4.7  4.5  2.8  6.5 
1436868000  6.4  5.1  5.4  5.3  4.8  4.5  4.6  3.2  4.9 
1436954400  7.5  5.1  6.3  5.9  4.5  4.5  4.9  4.3  3.4 
1437040800  3.4  5.1  5.3  5.6  5.5  3.9  3.4  2.6  4.2 
1437127200  4.8  5.1   NA   4.0  5.2  5.3  7.6  3.1  5.1 
1437213600  5.2  5.1  4.1   NA   5.9  6.8  6.8  8.9  4.1 
1437300000  10.1  5.1  9.3  10.7   NA   11.7  10.0  9.9  10.5 
1437386400  9.0  5.1  7.5  7.0  5.7   NA   4.5  4.0  4.3 
1437472800  0.1  5.1  0.7  1.5  2.5  2.0   NA   3.8  2.7 
1437559200  9.5  5.1  5.0  5.7  5.4  5.0  3.5   NA   5.6 
1437645600  1.7  5.1  1.8  2.0  2.2  3.6  6.6  4.2   NA  
1437732000  2.4  5.1  1.2  2.8  3.4  3.3  5.3  4.2  4.9 
1437818400  4.9  5.1  5.2  4.7  4.0  6.2  4.4  4.0  4.7 
1437904800  4.6  5.1  3.5  4.0  4.1  5.0  4.2  4.5  4.1 
1437991200  8.5  5.1  6.4  5.8  5.4  5.9  5.5  5.1  4.9 
1438077600  10.5  5.1   NA   10.3  10.7  11.9  12.7  9.1  8.0 
1438164000  11.1  5.1   NA    NA   10.8  11.4  10.3  10.5  9.6 
1438250400  13.3  5.1  12.6   NA    NA   10.6  12.0  11.0  9.0 
1438336800  10.0  5.1  8.8  9.5   NA    NA   10.8  11.5  9.4 
1438423200  7.9  5.8  4.1  3.6  5.0   NA    NA   8.4  8.3 
1438509600  1.8  5.8  4.0  4.0  3.4  4.9   NA    NA   5.4 
1438596000  3.5  5.8  5.6  5.2  5.2  6.0  5.7   NA    NA  
1438682400  2.1  5.8  5.3  5.5  5.9  5.8  7.2  6.7   NA  
1438768800  5.8  5.8  5.5  5.5  4.9  6.5  5.9  6.5  6.5 
1438855200  9.0  5.8  7.3  7.2  6.6  6.5  6.7  6.9  8.2 
1438941600  8.9  5.8   NA   9.0  8.9  8.6  9.7  9.7  8.6 
1439028000  4.7  5.8  4.0   NA   3.3  4.0  5.4  5.4  6.9 
1439114400  0.8  5.8  1.9  2.6   NA   1.7  1.5  4.5  4.1 
1439200800  7.8  5.8  7.7  8.2  8.2   NA   6.2  5.2  7.0 
1439287200  6.0  5.8  5.2  5.2  5.0  3.6   NA   7.3  7.0 
1439373600  4.9  5.8  8.4  6.9  6.9  6.2  5.0   NA   6.5 
1439460000  6.5  5.8  7.7  8.3  7.1  7.1  6.0  6.5   NA  
1439546400  11.0  5.8  8.7  7.9  8.2  7.4  7.4  7.8  8.2 
1439632800  9.5  5.8  10.2  11.1  10.5  11.4  11.7  11.7  10.4 
1439719200  14.6  5.8  12.5  11.9  13.3  13.3  13.2  11.4  11.4 
1439805600  14.7  5.8  13.9  12.8  12.8  12.4  11.6  9.3  8.5 
1439892000  7.8  5.8  8.2  8.4  8.3  7.5  7.7  8.4  7.3 
1439978400  9.7  5.8  10.2  10.3  9.8  9.3  9.6  10.3  8.3 
1440064800  6.2  5.8  7.4  7.0  7.0  6.8  6.0  6.8  6.3 
1440151200  6.9  5.8  7.7  6.9  7.0  5.8  7.1  7.1  5.9 
1440237600  8.2  5.8  7.4  6.5  7.4  6.7  4.2  4.6  6.3 
1440324000  8.4  5.8  7.2  6.3  6.5  5.4  5.9  3.9  3.4 
1440410400  6.6  5.8  5.3  5.1  6.1  5.0  4.7  5.5  4.5 
1440496800  5.4  5.8  4.6  4.7  4.5  5.0  6.1  4.8  5.9 
1440583200  8.3  5.8  6.9  6.9  7.0  7.1  7.6  8.3  7.2 
1440669600  9.6  5.8  8.3  8.3  9.0  9.1  9.5  8.9  8.3 
1440756000  12.7  5.8  12.6  11.7  11.5  11.3  10.3  9.5  9.5 
1440842400  10.1  5.8  11.4  11.6  11.7  10.8  9.5  9.5  9.6 
1440928800  10.5  5.8  9.1  8.1  7.6  6.7  9.1  7.0  7.0 
1441015200  5.1  5.8  6.1  6.1  5.8  5.9  5.9  4.7  6.6 
1441101600 -0.2  8.1  2.4  3.7  4.0  3.5  3.8  4.5  4.7 
1441188000  4.3  8.1  5.8  6.2  6.9  5.7  6.5  6.8  7.4 
1441274400  9.5  8.1  9.2  9.2  9.1  7.6  7.4  7.4  9.1 
1441360800  11.1  8.1  11.8  11.7  11.1  10.7  10.9  10.5  11.3 
1441447200  3.6  8.1  6.2  5.7  5.6  7.0  7.5  8.6  7.6 
1441533600  5.5  8.1  5.8  5.3  5.6  5.6  6.4  7.1  9.6 
1441620000  9.6  8.1  8.1  8.1  7.6  7.8  7.8  8.9  9.4 
1441706400  11.3  8.1  10.2  10.3  10.6  10.4  11.1  11.1  12.1 
1441792800  16.1  8.1  15.1  15.7  15.7  17.6  17.8  15.4  15.9 
1441879200  10.6  8.1   NA   13.8  13.3  12.3  10.3  11.9  12.3 
1441965600  7.1  8.1  9.5   NA   9.5  11.5  11.3  10.2  8.7 
1442052000  7.2  8.1  7.2  7.2   NA   7.2  6.9  7.4  7.9 
1442138400  2.1  8.1  3.5  4.2  4.2   NA   5.3  6.1  6.5 
1442224800  5.7  8.1  6.6  7.1  6.5  7.0   NA   7.1  8.6 
1442311200  3.9  8.1  4.6  4.8  5.9  7.2  7.8   NA   6.3 
1442397600  5.6  8.1  6.0  5.6  5.7  7.0  9.5  8.8   NA  
1442484000  10.2  8.1  8.9  8.7  8.5  9.0  9.8  13.5  9.7 
1442570400  13.0  8.1  13.4  13.4  13.2  13.3  14.2  12.2  13.8 
1442656800  3.8  8.1   NA   4.5  4.6  6.3  9.3  11.4  10.5 
1442743200  4.7  8.1  5.0   NA   4.9  5.2  6.2  10.8  10.4 
1442829600  8.6  8.1  7.0  6.9   NA   6.6  8.0  8.0  13.6 
1442916000  10.7  8.1  8.9  8.9  8.5   NA   8.9  8.9  10.8 
1443002400  12.1  8.1  10.4  10.7  10.8  11.1   NA   11.6  12.3 
1443088800  13.5  8.1  11.7  11.9  11.9  12.7  12.5   NA   14.8 
1443175200  9.5  8.1  12.3  12.5  12.5  12.4  13.2  12.1   NA  
1443261600  11.8  8.1  12.1  12.2  11.6  11.1  11.2  13.7  11.0 
1443348000  10.4  8.1  10.4  10.7  10.7  11.6  12.1  12.6  13.2 
1443434400  11.7  8.1  13.2  13.3  14.2  14.5  14.2  13.4  13.3 
1443520800  9.2  8.1  10.7  11.3  11.3  11.8  11.9  11.9  11.7 
1443607200  12.7  8.1  13.8  13.9  14.2  13.6  12.8  13.6  12.8 
1443693600  20.7  11.3  18.2  18.6  18.8  20.3  19.6  18.9  15.0 
1443780000  17.3  11.3  17.0  17.1  18.0  17.5  17.4  17.3  16.3 
1443866400  11.7  11.3  14.8  15.1  14.8  14.8  16.6  14.6  14.8 
1443952800  15.3  11.3  14.8  15.3  16.0  16.2  16.7  16.2  14.9 
1444039200  7.3  11.3  7.8  7.4  7.5  8.7  11.5  9.5  8.8 
1444125600  8.8  11.3  7.2  7.0  6.6  6.9  6.7  6.6  6.4 
1444212000  11.5  11.3  10.7  10.7  10.5  8.7  9.5  8.2  8.5 
1444298400  14.6  11.3  16.6  16.8  16.5  14.4  13.8  13.3  11.7 
1444384800  21.1  11.3  18.1  17.7  17.6  18.2  15.8  15.5  13.5 
1444471200  18.0  11.3  17.6  18.2  18.4  18.7  19.8  15.9  16.1 
1444557600  16.9  11.3  15.5  14.7  15.8  16.7  16.1  16.0  14.5 
1444644000  20.2  11.3  18.3  19.0  18.2  17.6  15.8  15.8  14.6 
1444730400  17.3  11.3  18.9  18.1  16.6  16.5  18.5  18.4  16.8 
1444816800  14.0  11.3  14.0  13.2  13.5  13.7  15.9  14.5  17.0 
1444903200  11.4  11.3  10.1  10.1  10.0  10.4  10.3  8.7  13.3 
1444989600  16.7  11.3   NA   15.1  14.4  14.4  13.0  11.8  11.0 
1445076000  21.1  11.3  19.5   NA   18.9  18.3  17.0  18.4  14.4 
1445162400  14.8  11.3  14.0  14.2   NA   14.0  13.9  12.4  19.5 
1445248800  10.3  11.3  10.5  10.4  10.4   NA   11.6  12.4  12.0 
1445335200  14.4  11.3  14.0  13.9  14.4  13.4   NA   13.5  14.4 
1445421600  20.4  11.3   NA   18.0  17.9  18.8  17.5   NA   14.7 
1445508000  20.6  11.3   NA    NA   19.4  19.6  19.0  18.8   NA  
1445594400  15.8  11.3   NA    NA    NA   15.5  14.8  14.6  14.0 
1445680800  13.7  11.3  15.1   NA    NA    NA   13.1  13.3  12.3 
1445767200  13.5  11.3  14.4  14.7   NA    NA    NA   14.1  13.1 
1445853600  13.1  11.3  14.7  17.2  17.5   NA    NA    NA   17.3 
1445940000  17.9  11.3  17.6  17.5  18.0  18.6   NA    NA    NA  
1446026400  14.7  11.3  16.2  16.6  18.1  18.0  18.3   NA    NA  
1446112800  17.7  11.3  17.0  17.7  17.6  17.7  19.5  19.1   NA  
1446199200  22.1  11.3  20.9  20.3  19.7  20.4  19.1  19.8  17.6 
1446285600  17.0  11.3  16.9  18.0  18.6  17.5  16.8  15.6  16.8 
1446372000  15.8  14.2  16.9  16.3  16.1  15.7  15.6  15.3  13.6 
1446458400  12.2  14.2  13.0  11.6  11.5  12.9  12.8  12.7  12.6 
1446544800  9.6  14.2  11.3  11.3  12.0  12.8  12.4  13.7  14.9 
1446631200  18.1  14.2  16.1  16.1  17.0  17.3  18.7  17.8  17.6 
1446717600  22.0  14.2  20.1  19.7  20.7  18.6  20.3  16.2  16.0 
1446804000  14.8  14.2  13.9  14.8  14.9  15.3  15.3  15.3  14.9 
1446890400  14.0  14.2  15.6  14.6  15.7  14.5  12.4  12.4  12.4 
1446976800  16.6  14.2  17.0  16.2  16.1  15.4  13.8  13.8  15.5 
1447063200  15.6  14.2  14.8  14.8  13.9  13.9  13.8  12.9  12.0 
1447149600  15.6  14.2  15.8  16.4  16.4  15.3  15.6  16.9  13.7 
1447236000  17.9  14.2  19.5  19.1  19.9  19.8  18.4  17.1  16.9 
1447322400  19.9  14.2   NA   19.6  19.5  19.4  18.9  18.7  15.5 
1447408800  18.0  14.2  18.3   NA   17.3  18.0  18.9  21.1  19.6 
1447495200  18.5  14.2  21.3  21.3   NA   20.4  22.0  22.2  22.8 
1447581600  18.8  14.2  19.3  20.4  18.8   NA   19.6  22.0  23.2 
1447668000  21.8  14.2  21.8  22.5  20.6  20.2   NA   19.2  23.4 
1447754400  20.0  14.2  20.8  20.8  20.5  21.7  22.8   NA   17.3 
1447840800  14.9  14.2  15.4  16.1  15.0  14.8  15.2  14.5   NA  
1447927200  12.0  14.2  11.6  12.0  12.2  12.9  13.2  11.6  12.8 
1448013600  12.9  14.2  11.9  11.6  11.9  11.9  13.1  13.9  13.6 
1448100000  16.1  14.2  14.7  14.5  14.4  15.1  14.9  16.6  18.1 
1448186400  21.5  14.2   NA   19.4  19.4  19.1  18.7  19.2  19.7 
1448272800  22.1  14.2  22.5   NA   21.7  21.2  21.7  21.4  22.3 
1448359200  12.3  14.2  13.3  12.7   NA   14.4  17.9  16.4  17.5 
1448445600  14.1  14.2  12.2  11.9  11.5   NA   13.1  15.9  14.5 
1448532000  18.0  14.2  15.5  14.4  14.9  15.0   NA   15.1  16.6 
1448618400  17.7  14.2  18.5  18.7  18.5  19.8  20.7   NA   17.7 
1448704800  16.4  14.2  17.5  18.0  18.2  20.8  18.5  17.7   NA  
1448791200  14.6  14.2  15.0  15.0  15.3  15.8  17.1  16.3  15.9 
1448877600  12.1  14.2  11.8  11.6  11.7  11.9  12.1  12.4  13.2 
1448964000  13.8  16.7  12.9  12.7  12.4  11.5  10.3  11.0  11.2 
1449050400  21.8  16.7  21.2  20.7  20.2  18.8  18.1  16.5  15.8 
1449136800  18.3  16.7  19.5  19.9  19.9  20.2  19.0  19.9  21.0 
1449223200  15.7  16.7  18.9  19.2  18.7  17.7  21.1  16.8  16.1 
1449309600  10.8  16.7  11.3  12.0  12.3  12.2  10.5  16.3  15.1 
1449396000  15.5  16.7  15.1  14.2  14.8  14.7  13.6  13.4  14.2 
1449482400  12.7  16.7  12.5  12.8  12.8  13.0  13.8  14.1  13.2 
1449568800  14.0  16.7  15.3  15.1  15.2  14.8  14.6  17.5  17.7 
1449655200  15.4  16.7  15.6  15.8  16.4  15.9  15.4  16.6  16.2 
1449741600  13.2  16.7  13.2  13.4  14.0  13.9  14.0  14.3  14.9 
1449828000  18.8  16.7  17.8  17.9  17.8  18.1  16.5  17.4  17.1 
1449914400  18.8  16.7  20.4  20.7  20.0  20.7  20.2  21.1  23.4 
1450000800  15.9  16.7  16.7  16.3  16.6  16.0  16.4  17.0  17.7 
1450087200  18.3  16.7  18.0  18.0  17.8  18.3  17.4  16.4  17.5 
1450173600  23.5  16.7  22.5  22.8  22.9  23.1  23.1  21.8  20.2 
1450260000  17.2  16.7  19.8  19.2  18.9  19.8  22.5  24.6  21.2 
1450346400  17.7  16.7   NA   18.1  18.1  18.3  19.3  21.6  27.0 
1450432800  16.3  16.7   NA    NA   18.6  18.3  20.2  16.5  22.4 
1450519200  12.6  16.7  12.5   NA    NA   12.6  11.6  10.9  12.7 
1450605600  15.3  16.7  14.5  14.3   NA    NA   14.3  13.0  12.0 
1450692000  19.6  16.7  19.0  18.8  18.6   NA    NA   19.3  19.2 
1450778400  17.5  16.7  18.7  18.6  18.5  18.6   NA    NA   18.8 
1450864800  22.0  16.7  21.4  22.5  22.8  22.8  22.8   NA    NA  
1450951200  14.0  16.7  13.8  14.0  14.0  13.2  14.8  14.5   NA  
1451037600  12.1  16.7  11.6  11.4  11.2  11.4  11.3  12.3  14.5 
1451124000  15.9  16.7  14.9  14.3  14.5  14.5  13.8  14.2  15.1 
1451210400  19.4  16.7  17.8  17.9  17.9  18.2  17.6  17.4  17.5 
1451296800  23.4  16.7  20.8  20.5  20.4  20.0  19.9  20.5  21.0 
1451383200  22.9  16.7  23.7  22.8  23.3  23.7  22.1  21.7  22.5 
1451469600  17.1  16.7  16.2  15.8  16.3  17.3  20.0  18.1  22.9 
1451556000  15.5  16.7  15.4  14.8  14.2  14.7  15.4  18.1  14.6 
1451642400  16.8  18.3  15.6  15.6  15.7  14.6  14.4  15.1  17.6 
1451728800  20.1  18.3  18.8  18.5  18.8  21.1  17.5  17.7  15.9 
1451815200  19.2  18.3  19.8  19.8  20.1  20.2  19.2  20.7  21.1 
1451901600  23.5  18.3  22.0  22.1  22.6  21.4  23.0  23.0  23.7 
1451988000  21.7  18.3  19.9  19.0  18.8  19.3  18.0  23.0  23.0 
1452074400  17.9  18.3  17.5  17.5  17.5  17.4  17.6  18.8  20.0 
1452160800   NA   18.3  17.7  17.7  17.6  17.9  17.7  18.8  19.8 
1452247200  22.6  18.3  21.2  20.1  21.6  22.4  22.8  22.5  19.2 
1452333600  21.9  18.3  23.8  23.9  25.1  24.2  22.0  24.4  24.3 
1452420000  21.9  18.3  21.9  21.9  22.4  22.7  22.4  21.2  19.6 
1452506400  21.0  18.3  22.2  22.4  23.2  21.7  21.8  22.1  21.8 
1452592800  17.2  18.3  17.4  17.5  17.5  17.6  18.5  18.5  20.4 
1452679200  13.8  18.3  14.2  14.3  13.8  13.9  14.0  13.8  13.8 
1452765600  16.0  18.3  16.7  16.5  17.1  15.5  15.5  15.5  15.5 
1452852000  17.9  18.3  18.3  17.9  18.2  20.3  18.2  18.8  18.6 
1452938400  24.9  18.3  23.4  22.8  24.1  23.0  23.7  20.8  22.3 
1453024800  19.8  18.3  22.1  21.2  19.5  19.0  17.9  17.9  17.4 
1453111200  16.7  18.3  19.7  17.5  15.8  13.9  14.5  14.0  16.6 
1453197600  15.7  18.3  17.8  18.5  17.2  16.0  14.7  15.0  15.7 
1453284000  16.4  18.3  17.6  17.6  18.3  16.0  16.7  13.8  15.5 
1453370400  17.1  18.3  16.8  17.2  16.5  17.0  15.0  18.7  16.2 
1453456800  20.0  18.3  19.1  19.7  19.5  17.9  16.8  18.2  18.8 
1453543200  21.5  18.3  21.6  21.8  21.9  21.2  20.9  19.7  20.8 
1453629600  23.2  18.3  23.5  24.6  24.3  22.8  22.0  21.7  20.9 
1453716000  18.3  18.3  19.4  19.6  20.2  21.1  21.0  21.0  20.8 
1453802400  19.8  18.3  19.9  19.5  19.9  19.2  20.1  19.9  20.4 
1453888800  18.1  18.3  17.3  17.3  18.4  16.1  14.7  13.8  13.9 
1453975200  15.4  18.3  15.4  14.8  15.3  15.9  14.5  14.3  13.3 
1454061600  16.2  18.3  15.8  16.0  16.1  16.6  17.9  17.9  15.9 
1454148000  21.6  18.3  22.3  22.0  20.4  19.7  20.3  20.3  22.8 
1454234400  12.8  18.3  15.0  14.6  15.0  15.3  14.6  14.8  12.2 
1454320800  10.2  17.9  10.3  11.0  11.2  11.9  13.5  13.3  15.0 
1454407200  13.8  17.9  13.4  13.4  13.3  13.3  13.0  14.4  14.4 
1454493600  15.2  17.9  14.5  14.2  14.1  14.4  14.7  14.7  15.4 
1454580000  16.5  17.9  15.6  15.2  15.3  15.1  15.6  14.7  17.0 
1454666400  17.3  17.9  16.5  16.5  16.6  16.8  16.1  16.5  16.3 
1454752800  18.8  17.9  18.1  18.1  18.5  18.5  17.5  17.8  19.1 
1454839200  18.2  17.9  18.8  18.6  17.7  17.7  17.5  17.5  16.0 
1454925600  19.1  17.9  19.2  19.2  19.5  19.7  19.8  20.3  21.5 
1455012000  21.7  17.9  21.2  22.6  22.6  22.3  23.1  21.5  23.0 
1455098400  23.4  17.9  23.2  22.8  21.6  21.3  21.1  22.7  22.1 
1455184800  23.8  17.9  24.5  23.2  23.6  24.0  23.3  21.2  22.6 
1455271200  17.7  17.9  18.2  18.6  18.8  18.5  19.9  19.9  19.4 
1455357600  16.0  17.9   NA   15.8  15.8  16.5  16.0  16.7  15.0 
1455444000  15.8  17.9  16.0   NA   15.5  15.8  15.9  15.5  15.1 
1455530400  16.1  17.9  15.7  15.7   NA   15.6  16.0  15.8  17.2 
1455616800  19.1  17.9  17.8  17.6  17.9   NA   17.3  17.8  17.4 
1455703200  21.7  17.9  21.6  21.6  21.3  21.7   NA   18.2  18.7 
1455789600  16.7  17.9  16.4  16.3  16.3  17.3  18.2   NA   15.6 
1455876000  17.8  17.9  16.9  16.9  16.6  16.4  16.6  17.4   NA  
1455962400  16.4  17.9  17.9  17.8  19.0  19.7  19.8  18.8  18.4 
1456048800  20.2  17.9  21.8  21.8  22.6  22.6  21.7  21.1  22.6 
1456135200  17.6  17.9  18.5  18.5  18.2  20.5  19.3  18.9  21.2 
1456221600  15.1  17.9  15.2  15.6  15.1  16.1  17.1  17.1  18.3 
1456308000  15.0  17.9  13.9  13.7  14.1  14.3  16.1  14.7  16.1 
1456394400  14.9  17.9  16.2  15.6  15.4  16.0  17.9  17.9  15.9 
1456480800  19.4  17.9  19.0  19.1  18.1  18.1  18.9  21.7  20.5 
1456567200  25.3  17.9  23.2  23.5  23.6  23.2  24.2  23.8  25.5 
1456653600  27.7  17.9  26.6  26.6  26.5  25.9  26.3  25.1  24.8 
1456740000  18.7  17.9  19.3  19.5  19.7  20.1  20.9  21.2  20.0 
1456826400  18.3  16.1  18.8  18.1  17.2  16.7  15.6  16.5  17.0 
1456912800  21.7  16.1  22.6  22.3  20.6  19.6  19.8  17.0  17.7 
1456999200  18.8  16.1   NA   20.0  21.2  22.2  21.7  20.1  21.5 
1457085600  13.4  16.1  15.7   NA   15.2  16.4  18.4  18.4  18.0 
1457172000  16.4  16.1  17.3  17.7   NA   16.9  16.5  17.0  19.6 
1457258400  17.4  16.1  16.7  16.7  16.7   NA   16.5  16.8  17.3 
1457344800  15.4  16.1  16.6  17.5  17.2  16.8   NA   16.8  17.6 
1457431200  18.0  16.1  17.7  18.2  18.4  17.8  18.0   NA   18.4 
1457517600  20.0  16.1  19.2  18.7  19.1  19.6  22.5  22.5   NA  
1457604000  20.5  16.1  22.9  24.3  22.8  22.7  20.7  19.7  18.4 
1457690400  20.0  16.1  20.2  20.3  22.3  22.6  22.5  17.8  19.0 
1457776800  17.0  16.1   NA   20.2  22.0  22.6  23.0  24.4  18.8 
1457863200  18.9  16.1  18.1   NA   20.0  21.2  21.9  23.1  23.2 
1457949600  17.8  16.1  17.9  18.2   NA   20.4  21.4  21.9  20.1 
1458036000  22.9  16.1  21.8  22.3  22.0   NA   23.0  23.2  23.3 
1458122400  16.1  16.1  16.0  16.5  18.3  19.6   NA   21.6  21.9 
1458208800  14.0  16.1  13.8  14.0  13.9  13.8  15.6   NA   15.3 
1458295200  12.8  16.1  14.8  14.6  15.2  14.4  15.1  15.2   NA  
1458381600  15.4  16.1  16.4  16.4  15.9  15.4  18.2  17.7  18.3 
1458468000  17.3  16.1  17.9  17.7  17.1  16.9  17.3  17.2  17.7 
1458554400  21.7  16.1  19.5  19.5  19.0  18.1  17.4  18.1  16.4 
1458640800  17.9  16.1  18.0  17.7  18.1  17.2  16.3  16.3  14.7 
1458727200  18.1  16.1  17.6  18.0  17.7  17.2  16.5  18.4  15.4 
1458813600  18.3  16.1  17.3  16.9  18.0  17.8  18.6  17.7  15.2 
1458900000  17.5  16.1   NA   17.1  17.1  17.7  17.8  16.6  18.1 
1458986400  14.5  16.1  14.9   NA   16.6  15.4  16.6  16.5  15.0 
1459072800  13.6  16.1  13.9  14.0   NA   15.1  14.3  15.4  14.4 
1459159200  14.5  16.1  12.7  13.4  14.4   NA   14.3  14.5  16.6 
1459245600  11.8  16.1  13.3  13.0  13.4  13.9   NA   15.5  15.2 
1459332000  14.8  16.1  14.6  14.6  14.2  14.7  14.8   NA   16.1 
